TEST_AGE,CERT_GBN,TEST_SEX,ITEM_F001,ITEM_F002
13,하,M,160.4,76.3
13,하,M,158.3,48.2
13,하,M,160.0,49.5
13,하,M,175.5,60.0
13,하,F,155.9,51.7
13,하,F,152.7,52.9
13,하,M,156.6,42.9
13,하,F,161.9,73.5
13,하,M,159.2,51.5
13,하,F,153.7,41.0
13,상,M,162.5,52.6
13,하,F,160.3,53.0
13,하,F,157.5,92.2
13,하,F,158.0,59.3
13,하,M,150.4,40.1
13,하,M,147.5,60.7
13,하,M,158.9,52.2
22,하,M,171.7,67.8
20,하,F,159.0,54.8
78,하,M,160.3,59.0
22,하,F,160.4,49.4
23,상,F,166.2,54.5
76,하,M,166.8,66.5
24,하,M,170.3,87.0
79,하,M,160.0,59.3
45,하,M,175.0,81.0
24,하,F,161.7,53.1
22,하,F,162.5,60.4
22,하,F,166.6,51.9
61,하,F,157.6,62.78
23,중,M,170.1,60.1
22,중,M,176.9,71.6
22,중,F,162.6,48.0
23,하,M,171.0,61.2
14,하,M,158.9,51.6
65,하,F,149.1,49.2
14,하,M,165.5,59.5
14,하,M,144.5,32.9
55,하,F,152.1,48.0
65,상,M,166.4,62.8
40,하,M,178.5,88.6
24,하,F,163.1,58.94
22,하,M,170.4,71.9
22,하,M,176.1,97.9
18,하,M,165.6,55.1
18,하,M,175.9,60.9
18,하,M,161.1,53.5
29,하,F,158.2,50.0
43,하,F,164.1,59.6
30,하,F,160.6,51.8
40,하,F,59.2,49.1
62,하,F,157.0,57.7
62,하,F,160.0,60.0
25,하,F,167.9,51.8
18,하,M,177.4,72.34
18,하,F,154.2,47.74
18,하,M,178.5,72.1
13,하,M,166.7,56.0
13,하,M,157.0,43.9
13,하,M,164.7,52.1
13,하,M,152.0,39.2
13,하,M,165.4,49.7
13,하,M,172.6,61.2
13,하,M,143.0,52.0
13,하,M,180.0,72.8
13,하,M,163.6,45.5
13,하,M,164.8,51.6
13,하,M,171.0,79.5
15,하,F,165.1,68.3
15,하,F,157.4,64.8
13,하,F,161.2,64.4
15,하,M,175.0,60.8
14,하,F,160.3,51.1
15,하,F,162.0,48.5
15,하,M,167.9,55.3
15,하,F,155.9,48.2
15,하,M,183.0,96.6
15,하,F,157.6,56.8
15,하,F,165.2,53.6
15,하,F,160.6,58.0
15,하,F,149.1,60.1
13,하,F,150.8,37.1
13,하,F,169.1,58.8
15,하,F,162.1,61.2
15,하,M,159.5,45.1
15,하,M,175.7,60.1
13,하,F,159.4,52.5
13,하,F,151.2,68.0
15,하,M,157.5,49.4
13,하,F,158.7,40.8
13,하,F,159.2,60.1
15,하,M,162.8,56.0
13,하,F,155.0,54.9
51,하,F,151.1,50.4
38,하,F,156.4,56.4
73,하,M,171.8,74.1
43,하,M,183.5,71.8
65,하,F,154.0,58.1
26,하,F,165.8,51.4
60,하,F,161.4,58.5
36,하,F,165.5,51.9
25,하,F,155.9,41.5
27,하,M,175.5,63.7
22,하,F,161.4,52.6
48,하,M,178.1,65.4
31,하,F,158.6,50.9
42,하,F,167.1,56.3
18,하,F,160.5,50.08
37,하,F,179.5,74.8
43,중,F,150.0,52.1
42,하,F,153.6,43.1
68,하,M,161.9,56.98
25,하,F,167.0,59.1
59,하,M,168.8,70.8
67,하,F,152.6,52.1
13,하,F,151.0,44.7
13,하,F,161.0,61.6
13,하,F,159.0,60.6
14,하,F,167.0,49.5
13,하,F,154.0,49.6
14,하,F,162.0,70.8
13,하,M,168.0,59.7
13,하,F,163.0,45.9
13,하,M,153.0,43.0
13,하,M,166.8,48.8
13,하,M,162.5,79.4
13,하,M,174.9,71.3
13,하,M,160.8,53.4
13,하,M,162.9,44.4
13,하,M,152.0,41.0
14,하,F,154.0,51.5
14,하,F,152.0,40.76
15,하,F,163.0,50.64
15,하,F,156.0,58.62
15,하,F,148.0,47.74
14,하,F,155.0,80.08
18,하,M,172.5,74.2
18,중,M,180.2,62.6
18,하,M,175.4,69.8
18,하,M,173.7,67.5
18,하,M,170.5,55.1
18,중,M,180.0,67.5
13,하,F,155.4,41.8
13,하,F,148.0,40.7
13,하,F,161.5,47.5
13,하,F,152.2,33.4
13,하,F,149.8,38.6
13,하,F,160.0,47.3
13,하,F,160.8,54.4
13,하,F,162.4,46.6
13,하,F,157.0,47.4
13,중,F,154.2,52.7
13,하,F,155.0,37.0
13,하,F,156.4,53.3
13,하,F,162.4,52.4
13,하,F,165.0,50.4
13,하,F,148.3,43.7
13,하,F,152.5,39.0
13,하,F,165.2,52.2
13,하,F,154.0,49.4
13,하,F,153.5,41.8
13,하,F,155.5,59.9
13,하,F,152.5,57.7
13,하,F,165.0,44.2
13,하,F,165.1,57.4
13,하,F,156.8,39.6
13,하,F,163.0,62.8
13,하,F,164.4,38.5
13,하,F,164.7,56.9
13,중,F,149.5,35.5
13,하,F,156.4,46.2
13,하,F,153.4,45.4
13,하,F,151.2,44.9
13,하,F,161.5,51.0
13,중,F,162.8,59.5
13,하,F,159.5,46.2
13,하,F,162.0,68.6
13,하,F,152.2,38.8
13,하,F,154.2,50.4
13,하,F,162.8,61.9
13,하,F,160.0,48.3
13,하,F,152.2,43.1
13,하,F,160.0,52.7
13,하,F,154.1,47.7
13,하,M,153.0,41.6
13,하,F,157.0,61.4
13,하,M,159.0,51.5
14,하,F,157.0,51.0
13,하,M,167.0,50.4
14,하,F,156.0,62.6
13,하,M,149.0,34.1
13,하,F,157.0,53.9
14,하,F,158.0,61.1
13,하,M,152.0,66.8
13,하,F,156.0,41.4
13,하,M,158.0,43.8
14,하,F,157.0,46.4
13,하,F,150.0,58.2
13,하,M,152.0,57.5
14,하,F,162.0,49.3
13,하,F,151.0,39.6
13,하,F,159.0,55.2
14,하,F,155.0,48.4
13,하,F,158.0,39.0
14,하,F,157.0,53.2
13,하,F,147.0,38.1
13,하,M,164.0,53.6
13,하,M,164.0,44.0
13,하,F,158.0,46.2
13,하,M,166.0,51.0
14,하,M,159.0,47.0
13,하,M,156.0,58.5
32,하,F,161.1,50.4
29,하,M,174.5,62.3
51,하,F,159.0,53.3
62,상,M,162.0,64.2
69,중,M,168.6,68.7
64,하,M,167.0,57.5
54,하,F,160.1,62.1
20,하,M,168.2,57.9
63,하,F,163.0,76.5
34,중,F,167.0,54.6
64,하,F,148.0,58.5
22,하,F,162.0,65.7
71,하,F,157.0,59.9
66,하,F,150.0,62.7
72,하,M,161.0,67.6
64,하,F,162.0,61.2
74,중,F,157.0,60.1
73,하,F,161.0,70.0
71,하,F,147.0,66.2
13,하,F,149.8,32.8
13,하,F,151.3,45.8
13,하,F,145.6,35.2
13,하,F,160.1,42.6
13,하,F,161.2,46.0
13,하,F,152.6,37.4
13,하,F,167.5,61.6
14,하,M,165.0,51.1
13,하,F,156.4,40.1
13,중,F,165.5,48.2
13,하,F,153.6,52.5
13,하,F,153.1,43.9
13,하,F,153.8,53.6
13,하,F,161.4,42.0
13,하,F,151.5,47.3
13,중,F,147.5,43.0
14,하,M,171.0,57.2
14,하,M,162.0,61.4
13,하,M,170.0,57.8
13,하,F,158.0,41.3
14,하,M,165.0,78.8
13,하,M,172.0,50.7
13,하,M,162.0,39.9
13,하,M,158.0,46.3
13,하,M,169.0,55.1
13,하,M,153.0,48.9
14,하,M,181.0,105.8
13,하,M,170.0,58.9
48,중,F,150.8,51.6
58,하,F,153.5,58.4
61,하,F,147.2,60.7
68,상,M,178.2,87.8
22,하,M,170.8,62.2
58,하,F,158.4,51.8
34,하,F,155.3,52.4
39,중,F,160.0,56.5
60,하,F,158.6,54.1
45,하,F,153.8,55.0
72,하,M,165.0,67.9
72,하,M,170.5,93.2
75,상,M,167.5,71.3
68,하,F,152.5,49.0
73,중,F,152.5,44.8
79,하,M,159.0,64.8
73,중,F,155.0,59.1
77,하,F,158.0,59.2
73,중,M,176.5,76.3
69,하,F,159.0,56.0
67,중,F,153.0,75.1
65,하,F,153.0,66.9
66,하,F,151.0,60.0
67,하,F,154.0,54.4
66,하,F,153.0,58.5
77,하,F,159.5,68.3
66,하,F,156.0,56.9
67,하,F,153.7,50.08
62,하,F,158.1,53.4
22,하,M,169.7,85.1
14,하,M,152.0,38.4
14,하,M,174.0,57.9
13,하,M,174.0,81.1
14,하,M,171.0,55.6
13,하,M,161.0,58.1
22,하,F,165.6,57.7
19,하,F,164.0,64.2
14,하,M,161.0,53.6
20,하,F,159.3,63.6
14,하,M,162.0,60.0
21,하,F,166.4,51.5
21,하,F,160.4,52.5
22,하,M,171.5,78.3
14,하,M,163.0,46.2
14,하,M,167.0,51.2
14,하,M,167.0,49.0
14,하,M,171.0,61.8
14,하,M,169.0,60.8
14,하,M,160.0,47.1
24,하,M,174.0,66.9
20,중,F,164.0,54.2
21,하,F,160.0,56.8
66,하,F,151.9,51.38
57,하,M,161.8,59.2
35,하,M,150.8,86.8
42,중,M,165.2,65.4
36,중,F,164.5,53.1
67,중,F,158.1,54.5
59,하,F,159.5,64.0
57,하,F,156.0,60.5
38,하,F,170.1,71.3
60,하,F,153.0,58.1
40,하,F,160.2,58.4
46,하,M,179.2,76.2
47,하,F,161.0,58.8
69,하,F,157.0,65.0
42,하,F,153.8,50.96
47,하,F,155.0,56.3
53,하,F,158.0,60.1
66,하,F,151.0,56.5
14,하,F,169.6,69.4
59,하,F,156.0,67.9
14,하,F,155.6,46.4
14,하,M,166.4,52.3
53,하,F,171.5,69.1
14,하,F,151.0,68.0
41,중,F,156.0,63.7
51,중,M,170.0,73.0
43,하,F,160.0,59.3
48,중,F,154.0,46.7
78,하,M,173.0,76.1
61,하,F,151.7,58.16
71,하,F,152.5,63.7
34,하,F,155.4,64.58
62,하,F,161.7,59.0
63,하,F,157.0,69.5
61,하,F,159.0,74.2
47,중,F,162.9,68.56
21,하,M,169.2,84.74
67,하,F,161.0,63.6
22,하,M,174.0,75.6
60,하,M,170.5,80.7
34,하,F,160.0,63.18
48,하,F,162.7,67.3
47,상,F,157.8,49.0
57,하,F,163.5,67.6
64,하,M,170.2,73.21
41,하,F,154.8,47.7
57,하,F,159.2,56.22
57,하,M,172.5,83.4
38,하,F,163.6,60.2
67,하,F,151.0,69.3
50,하,M,169.0,73.4
42,상,F,162.9,61.8
50,하,F,157.1,53.5
67,중,F,153.5,52.4
65,상,F,159.6,52.7
65,중,F,152.5,53.0
68,하,F,157.4,66.9
70,하,F,151.0,70.6
20,하,F,156.2,49.0
61,상,F,158.0,48.18
43,하,F,158.9,63.3
24,하,M,175.7,60.76
24,하,M,179.6,63.82
38,하,F,162.7,63.9
35,하,F,161.2,53.2
22,하,M,176.0,79.2
22,하,M,174.5,65.3
22,하,M,178.5,68.4
23,하,M,179.0,78.9
21,하,M,178.5,86.6
22,하,M,176.5,69.6
22,하,M,169.5,71.2
69,중,M,159.6,62.7
14,하,F,158.2,54.0
14,하,F,165.8,55.4
13,하,M,160.8,51.6
13,하,M,159.5,46.0
14,하,M,181.5,57.3
13,하,M,169.7,49.3
13,하,M,161.6,49.6
13,하,M,170.9,72.2
13,하,M,159.6,38.3
13,하,M,157.7,42.6
14,하,F,169.1,59.6
13,하,M,149.8,50.1
13,하,M,152.8,40.9
14,하,M,174.6,68.3
14,하,M,173.1,50.3
13,하,M,164.7,63.0
14,하,M,169.5,59.5
13,하,M,146.0,42.4
13,중,F,156.0,52.0
13,하,M,157.0,42.0
13,하,F,156.0,47.4
13,하,M,154.0,42.6
13,하,M,161.0,50.4
13,하,M,165.0,57.1
13,하,F,162.0,55.9
13,하,M,161.0,52.9
13,하,M,152.0,42.9
14,하,M,163.0,42.7
14,하,M,163.0,76.4
14,하,F,160.0,50.3
14,하,F,155.0,51.9
14,하,F,160.0,53.9
14,하,M,169.0,61.2
14,하,F,163.0,57.9
14,하,F,163.0,44.3
14,하,F,150.0,41.0
14,하,M,162.0,51.6
14,하,F,158.0,50.5
14,하,F,162.0,78.8
14,하,M,171.0,59.9
14,하,F,146.0,46.6
14,하,F,154.0,55.1
14,하,M,177.0,82.8
14,하,M,171.0,53.4
14,하,F,161.0,81.0
14,하,F,152.0,39.7
14,하,M,165.0,49.1
14,하,M,166.0,52.6
13,하,F,161.0,66.7
14,하,M,173.0,56.0
14,하,F,165.0,91.9
13,하,M,152.0,35.9
14,하,M,159.0,42.6
13,하,M,149.0,36.1
14,하,M,164.0,50.7
13,하,M,157.0,46.7
14,하,M,177.0,64.3
14,하,M,161.0,57.8
15,하,M,181.2,52.9
14,하,F,157.5,49.0
13,하,M,159.9,41.6
17,하,M,167.9,56.6
13,하,M,156.1,41.2
14,하,F,164.8,57.3
14,하,M,163.4,60.2
13,하,M,156.6,54.4
15,하,M,167.4,46.1
13,하,M,162.7,57.0
13,하,M,161.5,50.2
14,하,M,157.6,53.2
14,하,M,141.9,31.3
13,하,M,165.1,53.6
13,하,M,159.7,68.8
14,하,M,166.8,53.8
13,하,M,155.3,45.9
13,하,M,149.4,44.8
14,하,M,149.6,38.6
13,하,M,149.7,38.6
13,하,M,155.6,56.5
14,하,M,172.1,70.2
13,하,M,164.5,47.7
13,하,M,152.3,42.4
14,중,M,167.8,53.0
14,하,F,161.9,51.8
14,하,F,167.9,93.5
13,하,F,153.0,47.8
13,하,M,163.0,47.1
13,하,M,158.0,50.9
13,하,F,151.0,54.5
13,하,F,161.0,54.2
13,하,F,150.0,45.1
13,하,M,163.0,47.1
13,하,F,152.0,41.4
13,하,F,154.0,45.8
13,하,F,162.0,59.4
13,하,M,166.0,53.0
13,하,M,151.0,42.4
13,하,M,155.6,55.3
13,하,M,154.0,43.2
13,중,M,170.5,57.7
13,하,M,166.0,42.9
13,하,M,159.0,43.3
13,하,M,166.6,48.7
13,하,M,148.8,37.5
13,하,M,156.0,62.0
13,하,M,145.0,31.2
13,하,M,150.6,56.9
13,하,M,172.0,46.8
13,하,M,148.0,34.8
13,하,M,157.2,59.1
13,하,M,159.8,58.0
13,하,M,172.0,64.6
13,하,M,164.6,64.1
13,하,M,155.4,48.5
13,하,M,167.3,51.9
14,하,M,157.8,67.4
14,하,F,158.4,67.3
13,하,M,175.2,68.4
14,하,M,157.0,48.4
13,하,F,158.9,44.0
14,하,M,166.3,71.9
14,하,F,159.5,47.5
13,하,F,155.0,46.7
14,하,M,167.7,57.2
14,하,M,155.4,48.4
14,하,F,154.7,37.8
13,하,M,159.2,40.7
13,하,F,160.7,49.9
13,하,M,154.4,36.5
14,하,F,158.5,45.3
13,중,M,157.5,51.8
14,하,F,155.1,64.6
51,하,F,152.5,63.4
50,하,F,159.9,57.1
56,하,F,154.0,48.6
35,하,F,160.0,65.3
28,하,F,163.4,52.1
28,하,F,161.2,50.5
75,하,F,144.1,54.1
72,하,M,162.8,78.8
65,상,F,158.8,58.1
47,하,F,156.2,54.46
45,하,F,155.0,52.12
32,하,F,155.8,52.5
36,하,M,178.5,92.7
19,하,M,172.1,68.3
62,하,F,155.0,55.78
14,하,M,170.5,63.7
14,하,M,144.5,38.2
14,하,M,165.8,51.9
13,하,F,172.1,51.1
25,하,M,173.4,53.8
57,중,F,153.7,56.1
55,하,M,168.1,66.4
43,하,F,165.2,12.0
64,하,F,150.7,59.5
55,중,F,156.8,50.06
43,하,M,176.3,67.1
23,하,M,186.5,82.6
72,중,F,150.3,51.26
23,하,M,172.6,67.08
46,하,M,177.4,83.2
15,하,F,165.1,46.5
60,하,M,172.0,94.6
56,하,F,151.6,48.8
73,하,M,154.1,61.3
22,하,M,168.0,62.5
21,중,M,171.5,64.3
21,하,M,165.0,62.3
39,하,M,168.0,78.3
28,하,F,156.0,49.5
21,하,M,181.0,74.7
13,하,M,160.7,43.7
13,하,M,157.2,65.4
13,하,F,162.2,57.1
13,하,M,159.2,54.9
14,하,M,153.3,59.2
13,하,F,152.0,44.8
13,하,M,150.5,39.6
13,하,F,149.7,47.9
13,하,M,157.1,61.0
13,하,F,150.9,43.7
13,하,M,143.9,38.8
13,하,F,158.8,46.6
13,하,F,149.1,40.1
18,하,M,175.2,68.78
13,하,F,158.5,51.1
13,하,F,153.5,47.5
13,하,F,153.6,51.3
13,중,F,155.5,54.9
13,하,F,152.5,54.6
13,하,F,161.0,41.4
13,하,F,150.5,41.4
13,하,F,151.5,43.3
13,하,F,151.7,37.4
13,하,F,163.3,49.3
14,하,M,142.3,48.8
14,중,M,166.3,47.5
14,하,M,170.0,58.8
14,하,M,167.2,58.4
14,하,M,165.8,48.6
14,하,M,178.3,66.5
14,하,M,172.6,56.1
14,하,M,162.3,49.5
14,하,M,156.9,51.9
14,하,M,157.7,57.3
14,중,M,174.7,60.9
14,하,M,168.5,60.6
14,하,M,158.8,46.5
14,하,M,163.8,50.1
13,하,M,152.8,40.6
14,하,M,168.2,57.5
14,하,M,164.1,41.3
14,하,M,169.4,77.7
14,하,M,163.4,53.2
14,하,M,165.0,71.8
14,하,M,150.5,47.5
14,하,M,159.5,62.4
13,하,M,146.0,40.1
14,하,M,162.0,46.2
14,하,M,177.0,74.1
13,중,M,158.0,42.7
14,하,M,164.0,47.0
13,하,M,147.0,43.4
13,하,M,137.0,29.3
14,하,F,160.0,52.9
13,하,M,167.0,49.4
14,하,M,150.0,41.8
13,하,M,158.0,53.7
14,하,F,152.0,35.2
13,하,F,157.0,47.6
14,하,M,165.0,67.6
13,하,F,155.0,46.6
14,하,F,153.0,49.7
14,하,M,165.0,45.9
14,하,F,158.0,47.4
14,하,M,154.0,47.3
13,하,F,158.0,61.8
14,하,F,149.0,57.9
14,하,M,176.0,92.5
13,하,F,166.0,73.5
13,하,F,153.0,57.2
14,하,F,157.0,47.5
13,하,F,152.0,48.6
20,하,M,180.0,73.5
20,하,M,175.0,68.9
21,하,M,181.0,71.5
21,하,F,158.5,56.4
19,하,F,161.0,46.3
64,하,F,154.0,77.4
63,하,F,156.0,55.1
54,하,F,161.0,55.4
19,하,F,153.0,54.8
22,하,F,154.2,49.6
22,하,F,149.5,45.5
56,하,F,160.2,52.5
14,하,F,158.0,57.7
47,하,M,164.8,71.84
62,하,F,162.8,64.6
63,하,F,150.4,55.9
54,하,F,152.8,48.3
13,하,F,152.0,46.1
26,하,F,156.5,55.12
59,하,M,162.0,66.6
13,하,F,153.3,48.9
35,하,F,159.0,43.6
13,하,F,149.5,41.6
13,하,F,154.6,48.5
13,하,F,160.6,46.9
13,중,F,153.0,35.0
13,하,F,157.2,60.2
13,하,F,157.8,57.0
13,중,F,156.5,49.9
13,하,M,164.5,49.8
13,하,M,145.0,54.9
13,하,M,161.8,43.5
13,하,M,152.0,50.4
13,중,M,166.3,51.4
13,하,M,157.5,44.2
13,하,M,174.3,52.9
13,하,M,161.5,68.2
13,하,M,164.0,49.0
13,하,M,158.2,46.2
13,하,M,163.2,47.1
13,하,M,161.9,62.4
60,중,F,155.4,50.3
68,상,F,145.0,50.48
13,하,M,157.0,43.7
53,상,M,172.0,73.0
39,하,F,151.1,50.1
20,하,M,168.0,67.0
61,하,F,165.0,63.0
13,하,F,156.4,38.9
67,하,M,170.5,67.4
82,하,M,168.5,72.5
76,중,F,146.0,55.2
67,하,F,162.0,60.6
73,하,F,160.0,71.2
81,하,F,159.5,59.5
72,하,F,162.0,64.5
68,하,F,150.0,52.1
57,하,F,152.0,58.0
76,하,F,152.0,44.6
67,하,M,172.0,81.2
84,상,F,152.0,55.0
72,중,F,160.0,78.3
44,중,F,159.7,55.6
69,중,M,179.0,84.2
60,하,F,169.0,73.9
67,하,F,157.5,71.9
71,하,F,162.0,77.4
13,하,F,149.8,40.2
13,하,F,160.3,54.0
13,하,F,149.0,35.6
13,하,F,154.0,50.3
13,하,F,146.4,41.3
13,하,F,161.6,56.7
14,하,M,164.6,63.1
24,하,M,164.2,62.66
34,하,F,165.0,49.0
57,상,M,170.0,70.0
14,하,M,168.2,59.5
14,하,M,165.1,66.0
14,하,M,162.5,47.8
14,하,M,160.6,81.1
14,하,M,165.1,51.4
14,하,M,169.3,53.8
14,하,M,154.3,58.0
29,하,F,151.9,48.5
59,하,F,144.6,46.3
35,하,F,160.1,55.2
32,하,F,160.9,76.1
66,하,F,162.2,71.4
44,하,F,156.0,65.0
28,하,M,172.4,81.2
32,하,M,176.3,69.3
25,하,F,155.5,43.7
54,하,M,161.4,66.4
53,하,M,162.2,74.4
24,하,F,160.2,47.8
25,하,M,170.7,77.1
25,하,F,161.3,53.2
31,하,M,179.3,84.3
52,하,M,164.4,61.9
80,하,M,162.0,74.2
51,상,F,170.3,69.5
14,하,M,165.0,44.2
14,하,F,169.0,71.6
14,하,F,155.0,49.2
14,하,F,162.0,42.6
14,하,F,166.0,59.7
14,하,M,172.0,47.6
13,하,F,151.0,44.0
14,하,F,163.0,42.5
14,하,F,145.0,47.7
14,하,F,171.0,53.4
14,하,M,165.0,85.5
14,하,F,154.0,44.2
14,하,M,170.0,52.8
14,하,M,161.0,48.1
14,하,M,173.0,62.6
14,하,M,169.0,53.4
14,중,F,164.0,51.3
14,하,M,172.0,72.6
14,하,F,157.0,60.6
14,하,M,164.0,49.9
14,하,M,157.0,59.6
14,하,F,153.0,50.6
17,하,M,169.0,58.2
17,하,M,190.0,67.8
66,하,F,158.0,73.4
14,하,M,164.8,50.8
14,하,M,157.4,51.6
14,하,M,167.2,49.9
14,하,M,158.0,67.8
14,하,M,187.7,70.5
13,하,F,160.0,60.3
13,하,M,160.0,74.8
13,하,F,160.0,62.1
13,하,M,165.0,46.3
13,하,F,149.0,53.2
13,하,M,160.0,46.0
13,하,F,148.0,42.2
13,하,F,156.0,59.9
13,하,M,156.0,41.6
13,하,F,153.0,41.7
13,중,F,154.0,39.4
13,하,F,157.0,58.5
13,하,M,147.0,41.8
13,하,F,158.0,66.2
13,하,F,166.0,79.3
13,하,M,161.0,51.0
13,하,F,164.0,50.1
13,하,M,165.0,65.9
13,하,F,154.0,54.4
13,하,F,148.0,34.9
13,하,M,168.0,74.0
13,하,F,164.0,49.0
13,하,M,142.0,43.1
18,하,M,186.0,74.1
63,하,F,150.8,60.2
57,하,F,156.8,52.8
23,하,M,176.6,77.48
63,하,F,147.5,51.34
61,하,F,163.1,50.82
60,하,F,152.8,56.44
26,하,M,185.3,62.5
54,하,F,162.1,51.36
77,하,M,169.4,57.98
72,하,F,150.9,54.5
65,하,F,154.2,57.3
54,하,M,173.4,74.02
74,하,F,158.3,60.1
43,하,F,158.3,63.54
49,하,F,162.2,64.5
57,하,F,154.2,55.5
59,중,F,158.0,54.0
27,하,F,161.9,55.3
34,하,M,168.2,65.1
45,하,M,176.6,91.09
47,하,F,153.8,82.39
53,하,F,162.2,65.1
45,하,F,152.7,57.4
39,하,F,163.4,42.98
13,하,M,153.0,40.1
13,하,M,152.0,53.8
13,하,F,159.0,69.3
13,하,F,160.0,59.9
13,하,M,175.0,67.8
13,하,F,150.0,45.9
13,하,F,156.0,50.6
13,하,F,148.0,50.6
13,하,F,147.0,42.3
13,하,F,163.0,52.3
13,하,F,162.0,54.1
13,하,F,157.0,52.2
13,하,F,158.0,59.3
13,하,M,159.0,51.7
13,하,F,157.0,52.6
13,하,F,162.0,71.1
13,하,M,152.0,56.9
13,하,M,167.0,64.4
13,하,M,151.0,49.5
13,하,M,159.0,64.0
13,하,M,154.0,57.1
13,하,M,151.0,37.1
13,하,M,158.0,51.5
13,하,M,155.0,49.8
13,하,F,147.9,35.7
14,하,M,169.0,61.4
13,중,F,155.9,47.6
15,하,M,166.3,55.4
13,하,M,164.7,60.3
13,하,M,168.4,74.2
15,하,M,166.4,62.4
13,하,F,156.3,61.9
15,하,M,158.9,55.3
13,하,M,150.0,46.3
15,하,M,161.5,54.0
15,하,M,167.6,52.5
13,하,M,143.0,31.8
14,중,F,162.0,52.5
13,하,F,160.6,50.3
13,하,M,150.8,46.5
13,하,F,155.8,46.4
53,하,F,154.2,65.0
58,하,F,156.2,62.5
52,중,F,155.6,63.1
61,하,F,147.8,49.4
34,하,M,172.6,78.12
25,하,F,160.4,59.24
65,하,M,165.3,57.7
43,하,M,173.0,72.8
40,하,M,174.3,88.5
23,하,M,176.0,89.9
42,하,F,156.0,48.4
24,하,M,177.0,72.2
18,하,M,170.4,70.1
25,하,M,170.0,53.6
37,하,F,170.0,70.0
60,중,F,157.0,55.0
70,하,F,143.0,49.1
24,상,F,155.8,48.84
59,하,F,152.0,45.8
65,하,M,170.0,73.4
66,하,F,154.0,48.6
29,하,M,174.5,60.56
13,하,F,157.0,44.0
14,하,M,168.2,64.0
16,하,F,159.1,52.0
57,중,F,158.7,56.28
39,하,F,160.8,50.18
58,하,F,150.8,53.0
71,중,M,170.2,67.0
72,중,M,166.8,60.1
42,상,F,154.8,49.94
29,중,M,176.0,74.2
73,하,M,163.5,53.56
64,하,F,154.8,55.7
14,하,M,179.2,92.4
66,하,F,154.0,60.5
71,하,F,152.0,58.3
32,하,M,176.1,92.3
15,하,F,154.9,66.0
65,하,F,146.0,58.9
72,하,F,157.0,57.5
13,하,F,152.1,39.5
74,하,F,159.0,55.9
15,하,M,176.0,47.1
50,하,F,156.0,69.0
13,하,M,165.8,71.5
15,하,F,155.2,46.7
13,하,M,165.4,63.1
15,하,M,167.7,58.9
13,하,M,147.2,35.8
13,중,M,158.3,45.0
15,하,M,166.7,80.7
34,중,M,174.0,73.0
77,하,F,145.2,57.8
20,하,F,167.0,50.44
24,하,F,162.0,52.0
71,중,M,166.0,80.2
57,하,F,162.1,70.1
13,하,M,164.7,62.4
16,하,F,154.0,58.0
19,하,F,159.5,57.46
53,하,F,155.0,57.6
61,하,F,152.0,58.3
53,하,F,160.0,65.5
65,하,M,163.0,66.3
52,하,F,155.0,77.1
14,하,M,150.3,34.9
14,하,M,170.0,61.2
14,하,M,166.5,61.4
14,하,M,174.4,57.6
14,하,M,169.0,53.7
14,중,M,166.2,52.5
14,하,M,176.9,68.6
14,하,M,169.5,61.9
14,하,M,167.0,53.5
14,하,M,160.5,48.4
14,하,M,164.5,85.1
14,하,M,168.5,77.7
14,하,M,156.0,40.1
14,하,M,173.8,54.3
14,하,M,159.9,66.8
14,하,M,169.3,70.8
13,하,F,148.6,56.9
13,하,M,149.2,46.3
13,하,F,145.4,40.0
13,하,M,159.7,57.9
14,중,F,168.5,48.4
15,하,F,160.9,62.4
15,하,F,160.0,59.0
15,하,M,174.6,68.5
15,중,M,164.8,52.0
15,하,M,173.4,78.4
15,하,M,172.1,56.4
15,하,M,174.3,61.6
15,하,M,172.7,51.9
15,중,M,169.4,61.5
15,하,F,156.8,60.9
15,하,F,166.4,92.3
15,하,F,158.8,53.0
15,하,M,165.4,51.1
15,하,M,170.1,52.9
15,하,F,164.1,63.5
15,하,F,154.4,43.6
15,하,M,172.7,53.0
15,하,M,167.3,50.6
15,하,F,152.4,55.2
15,하,M,167.0,81.1
13,하,F,159.0,42.0
13,하,F,165.0,69.1
13,하,F,163.0,54.3
13,하,F,145.0,45.2
13,하,F,155.0,63.8
13,중,F,161.0,55.8
13,하,F,162.0,82.5
13,하,F,158.0,56.9
13,하,F,171.0,72.1
13,하,M,173.0,57.7
13,하,M,158.0,49.1
13,하,M,164.0,51.4
13,하,M,160.0,53.0
13,하,M,159.0,60.8
13,중,F,160.5,53.8
15,하,F,155.8,62.6
13,하,F,163.0,51.1
17,하,F,169.1,62.8
13,하,F,152.0,42.9
13,하,F,154.0,60.3
22,중,M,177.0,72.7
27,중,M,171.1,76.4
18,하,M,176.1,79.2
22,하,M,175.1,79.0
36,하,F,155.0,53.24
59,하,F,165.1,56.6
46,하,F,157.0,56.6
25,하,M,167.4,62.8
24,하,F,165.3,61.1
39,하,M,178.4,68.2
38,하,F,167.1,58.1
36,하,F,168.0,57.0
33,하,M,172.0,75.7
60,하,M,160.5,62.2
58,하,F,162.9,63.9
46,하,F,162.9,50.6
73,하,F,156.9,62.24
63,중,M,164.7,53.58
65,하,F,156.6,56.4
60,상,F,151.6,46.9
48,하,M,172.3,72.9
